measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Sweden,Male,5 to 9,Self-harm,Number,2017,0.0,0.0,0.0
Prevalence,Sweden,Female,5 to 9,Self-harm,Number,2017,0.0,0.0,0.0
Prevalence,Sweden,Male,5 to 9,Self-harm,Percent,2017,0.0,0.0,0.0
Prevalence,Sweden,Female,5 to 9,Self-harm,Percent,2017,0.0,0.0,0.0
Prevalence,Sweden,Male,5 to 9,Self-harm,Rate,2017,0.0,0.0,0.0
Prevalence,Sweden,Female,5 to 9,Self-harm,Rate,2017,0.0,0.0,0.0
Prevalence,Sweden,Male,10 to 14,Self-harm,Number,2017,8.62464964094,11.8092235626,5.98097851588
Prevalence,Sweden,Female,10 to 14,Self-harm,Number,2017,21.0414100284,29.6287746345,14.647936809
Prevalence,Sweden,Male,10 to 14,Self-harm,Percent,2017,3.52596919772e-05,4.84331571166e-05,2.46122310984e-05
Prevalence,Sweden,Female,10 to 14,Self-harm,Percent,2017,8.49314618627e-05,0.000119733025699,5.81315586304e-05
Prevalence,Sweden,Male,10 to 14,Self-harm,Rate,2017,2.91736101176,3.99457019533,2.02311679441
Prevalence,Sweden,Female,10 to 14,Self-harm,Rate,2017,7.52940915824,10.602291708500001,5.2415835920700005
Prevalence,Sweden,Male,15 to 19,Self-harm,Number,2017,41.3860507611,58.0228831156,29.4497675869
Prevalence,Sweden,Female,15 to 19,Self-harm,Number,2017,114.259241312,155.213476496,80.4683377101
Prevalence,Sweden,Male,15 to 19,Self-harm,Percent,2017,0.00016362039558,0.000229646187882,0.00011695822604
Prevalence,Sweden,Female,15 to 19,Self-harm,Percent,2017,0.000465427221055,0.000629710249248,0.000329274857854
Prevalence,Sweden,Male,15 to 19,Self-harm,Rate,2017,14.917006947900001,20.913513965499998,10.614745297699999
Prevalence,Sweden,Female,15 to 19,Self-harm,Rate,2017,44.6362150083,60.6352889227,31.435549388699997
Prevalence,Sweden,Male,20 to 24,Self-harm,Number,2017,136.095903606,196.073644329,93.544579264
Prevalence,Sweden,Female,20 to 24,Self-harm,Number,2017,354.25515426,509.205033386,240.657930661
Prevalence,Sweden,Male,20 to 24,Self-harm,Percent,2017,0.000466323541289,0.000676139821966,0.000320032782452
Prevalence,Sweden,Female,20 to 24,Self-harm,Percent,2017,0.0012331171929,0.00176592955068,0.00083475867115
Prevalence,Sweden,Male,20 to 24,Self-harm,Rate,2017,43.3617349243,62.4713394432,29.8043889799
Prevalence,Sweden,Female,20 to 24,Self-harm,Rate,2017,120.88532976500001,173.760120746,82.121637353
Prevalence,Sweden,Male,25 to 29,Self-harm,Number,2017,290.361841493,391.383173105,213.079660713
Prevalence,Sweden,Female,25 to 29,Self-harm,Number,2017,645.613950494,863.148713227,465.317072776
Prevalence,Sweden,Male,25 to 29,Self-harm,Percent,2017,0.000817562234928,0.00110790204911,0.000598661056622
Prevalence,Sweden,Female,25 to 29,Self-harm,Percent,2017,0.00185210450924,0.0024799846672,0.00133757594301
Prevalence,Sweden,Male,25 to 29,Self-harm,Rate,2017,77.90954779660001,105.015472677,57.1732839461
Prevalence,Sweden,Female,25 to 29,Self-harm,Rate,2017,183.047834209,244.724424613,131.929123166
Prevalence,Sweden,Male,30 to 34,Self-harm,Number,2017,417.47015395,540.399622989,301.047754172
Prevalence,Sweden,Female,30 to 34,Self-harm,Number,2017,790.179606133,1010.39933447,579.777490377
Prevalence,Sweden,Male,30 to 34,Self-harm,Percent,2017,0.00129321951997,0.0016759754678,0.000933348997398
Prevalence,Sweden,Female,30 to 34,Self-harm,Percent,2017,0.00250485729756,0.00320118872097,0.00183654148459
Prevalence,Sweden,Male,30 to 34,Self-harm,Rate,2017,124.423959617,161.062198654,89.7251055037
Prevalence,Sweden,Female,30 to 34,Self-harm,Rate,2017,248.445128443,317.68573939699996,182.291332182
Prevalence,Sweden,Male,35 to 39,Self-harm,Number,2017,507.870283961,639.168619973,394.34452923
Prevalence,Sweden,Female,35 to 39,Self-harm,Number,2017,882.340540819,1101.83083224,674.874404982
Prevalence,Sweden,Male,35 to 39,Self-harm,Percent,2017,0.00165035177937,0.00207077995372,0.00128150622036
Prevalence,Sweden,Female,35 to 39,Self-harm,Percent,2017,0.00292258868031,0.00364588400608,0.00223578263409
Prevalence,Sweden,Male,35 to 39,Self-harm,Rate,2017,159.749926057,201.04964397999998,124.040550067
Prevalence,Sweden,Female,35 to 39,Self-harm,Rate,2017,290.409958129,362.652095255,222.12540241099998
Prevalence,Sweden,Male,40 to 44,Self-harm,Number,2017,652.54572915,837.907403902,516.077682586
Prevalence,Sweden,Female,40 to 44,Self-harm,Number,2017,1060.58216544,1317.76836205,829.053628726
Prevalence,Sweden,Male,40 to 44,Self-harm,Percent,2017,0.00206828656482,0.00266023871274,0.00163575940762
Prevalence,Sweden,Female,40 to 44,Self-harm,Percent,2017,0.00340660372106,0.00423648170136,0.00266136991052
Prevalence,Sweden,Male,40 to 44,Self-harm,Rate,2017,201.29583520600002,258.475786691,159.198479902
Prevalence,Sweden,Female,40 to 44,Self-harm,Rate,2017,338.939522936,421.13076622,264.947922532
Prevalence,Sweden,Male,45 to 49,Self-harm,Number,2017,780.895004527,973.322562719,610.525675954
Prevalence,Sweden,Female,45 to 49,Self-harm,Number,2017,1238.71296508,1515.44461625,965.58136112
Prevalence,Sweden,Male,45 to 49,Self-harm,Percent,2017,0.00241402529393,0.00300522404729,0.00188649688681
Prevalence,Sweden,Female,45 to 49,Self-harm,Percent,2017,0.00386081926987,0.00472328731317,0.00301264721747
Prevalence,Sweden,Male,45 to 49,Self-harm,Rate,2017,236.076136619,294.249840195,184.57096287
Prevalence,Sweden,Female,45 to 49,Self-harm,Rate,2017,384.26196615099997,470.10707423499997,299.533631085
Prevalence,Sweden,Male,50 to 54,Self-harm,Number,2017,905.553617567,1128.5223078,709.198280622
Prevalence,Sweden,Female,50 to 54,Self-harm,Number,2017,1402.40792952,1719.63141987,1098.67591311
Prevalence,Sweden,Male,50 to 54,Self-harm,Percent,2017,0.00265336398353,0.00329720561959,0.00208206287815
Prevalence,Sweden,Female,50 to 54,Self-harm,Percent,2017,0.00420676554963,0.00515462954716,0.00329703625935
Prevalence,Sweden,Male,50 to 54,Self-harm,Rate,2017,261.324258737,325.668463836,204.66012325
Prevalence,Sweden,Female,50 to 54,Self-harm,Rate,2017,418.58501256700004,513.268589221,327.928316158
Prevalence,Sweden,Male,55 to 59,Self-harm,Number,2017,838.691130204,1023.02951116,659.198077826
Prevalence,Sweden,Female,55 to 59,Self-harm,Number,2017,1287.03285385,1557.94852005,1013.1592612
Prevalence,Sweden,Male,55 to 59,Self-harm,Percent,2017,0.00286952172932,0.0035020336031,0.00225796510891
Prevalence,Sweden,Female,55 to 59,Self-harm,Percent,2017,0.00445722530685,0.00539493003541,0.00350941481971
Prevalence,Sweden,Male,55 to 59,Self-harm,Rate,2017,284.098630672,346.541501144,223.297069096
Prevalence,Sweden,Female,55 to 59,Self-harm,Rate,2017,443.75857237,537.168114251,349.329161247
Prevalence,Sweden,Male,60 to 64,Self-harm,Number,2017,839.62457142,1021.04663241,664.457344203
Prevalence,Sweden,Female,60 to 64,Self-harm,Number,2017,1284.52167196,1545.64776845,1017.16634358
Prevalence,Sweden,Male,60 to 64,Self-harm,Percent,2017,0.00299525056384,0.00364755439588,0.00237292640916
Prevalence,Sweden,Female,60 to 64,Self-harm,Percent,2017,0.00456592467922,0.00549305758325,0.00361441260113
Prevalence,Sweden,Male,60 to 64,Self-harm,Rate,2017,297.793382581,362.13915217199997,235.66604271300002
Prevalence,Sweden,Female,60 to 64,Self-harm,Rate,2017,455.130964707,547.653009918,360.401781712
Prevalence,Sweden,Male,65 to 69,Self-harm,Number,2017,865.005878571,1046.20505795,693.355691114
Prevalence,Sweden,Female,65 to 69,Self-harm,Number,2017,1314.21131975,1582.87124888,1045.8383448
Prevalence,Sweden,Male,65 to 69,Self-harm,Percent,2017,0.0031381442599,0.00379427563968,0.00251619434784
Prevalence,Sweden,Female,65 to 69,Self-harm,Percent,2017,0.00464191681657,0.0055919412318,0.00369398344805
Prevalence,Sweden,Male,65 to 69,Self-harm,Rate,2017,312.889853096,378.433204907,250.800561835
Prevalence,Sweden,Female,65 to 69,Self-harm,Rate,2017,463.29077457299996,557.9997949479999,368.682912371
Prevalence,Sweden,Male,70 to 74,Self-harm,Number,2017,885.425259025,1065.78237825,714.1700367
Prevalence,Sweden,Female,70 to 74,Self-harm,Number,2017,1328.92118379,1596.93354052,1056.47595789
Prevalence,Sweden,Male,70 to 74,Self-harm,Percent,2017,0.00324868367897,0.00391078306555,0.00261986389298
Prevalence,Sweden,Female,70 to 74,Self-harm,Percent,2017,0.00467970180427,0.00562212205515,0.00372064911107
Prevalence,Sweden,Male,70 to 74,Self-harm,Rate,2017,324.427265725,390.511631906,261.67791115899996
Prevalence,Sweden,Female,70 to 74,Self-harm,Rate,2017,467.45695310800005,561.732099899,371.62251481199996
Prevalence,Sweden,Male,75 to 79,Self-harm,Number,2017,610.966248851,728.841779718,500.675532342
Prevalence,Sweden,Female,75 to 79,Self-harm,Number,2017,935.841981892,1122.19274981,746.087420301
Prevalence,Sweden,Male,75 to 79,Self-harm,Percent,2017,0.00341870896402,0.00407797864882,0.00280185058345
Prevalence,Sweden,Female,75 to 79,Self-harm,Percent,2017,0.00472342019341,0.00566409025974,0.00376485680689
Prevalence,Sweden,Male,75 to 79,Self-harm,Rate,2017,341.60494564699997,407.511801206,279.93893006999997
Prevalence,Sweden,Female,75 to 79,Self-harm,Rate,2017,472.009866854,565.999453615,376.303511417
Prevalence,Sweden,Male,<1 year,Self-harm,Number,2017,0.0,0.0,0.0
Prevalence,Sweden,Female,<1 year,Self-harm,Number,2017,0.0,0.0,0.0
Prevalence,Sweden,Male,<1 year,Self-harm,Percent,2017,0.0,0.0,0.0
Prevalence,Sweden,Female,<1 year,Self-harm,Percent,2017,0.0,0.0,0.0
Prevalence,Sweden,Male,<1 year,Self-harm,Rate,2017,0.0,0.0,0.0
Prevalence,Sweden,Female,<1 year,Self-harm,Rate,2017,0.0,0.0,0.0
Prevalence,Sweden,Male,80 to 84,Self-harm,Number,2017,397.134443771,470.658111144,325.430092368
Prevalence,Sweden,Female,80 to 84,Self-harm,Number,2017,676.785508334,811.664824656,540.821913038
Prevalence,Sweden,Male,80 to 84,Self-harm,Percent,2017,0.00359089221127,0.00425585019443,0.00294220994754
Prevalence,Sweden,Female,80 to 84,Self-harm,Percent,2017,0.00475151832962,0.00569872418962,0.00379657607635
Prevalence,Sweden,Male,80 to 84,Self-harm,Rate,2017,358.935244795,425.38688594699994,294.127924937
Prevalence,Sweden,Female,80 to 84,Self-harm,Rate,2017,474.957589139,569.61380461,379.540443474
Prevalence,Sweden,Male,85 to 89,Self-harm,Number,2017,238.345817288,280.112667771,195.903708506
Prevalence,Sweden,Female,85 to 89,Self-harm,Number,2017,481.728384476,578.537309967,385.184470941
Prevalence,Sweden,Male,85 to 89,Self-harm,Percent,2017,0.00380456307713,0.0044711982526,0.0031275730522
Prevalence,Sweden,Female,85 to 89,Self-harm,Percent,2017,0.00476997937523,0.00572867100911,0.00381534567206
Prevalence,Sweden,Male,85 to 89,Self-harm,Rate,2017,380.352680964,447.00429556899996,312.623487959
Prevalence,Sweden,Female,85 to 89,Self-harm,Rate,2017,476.880753455,572.715491073,381.308360978
Prevalence,Sweden,Male,90 to 94,Self-harm,Number,2017,97.6362966553,113.680290528,81.0438353137
Prevalence,Sweden,Female,90 to 94,Self-harm,Number,2017,245.205777575,293.034286813,196.384984378
Prevalence,Sweden,Male,90 to 94,Self-harm,Percent,2017,0.00410319169681,0.0047776988178,0.00340532541123
Prevalence,Sweden,Female,90 to 94,Self-harm,Percent,2017,0.00480909367161,0.00574642291967,0.00385174412247
Prevalence,Sweden,Male,90 to 94,Self-harm,Rate,2017,410.24663849300003,477.66003678400006,340.528698312
Prevalence,Sweden,Female,90 to 94,Self-harm,Rate,2017,480.832674478,574.621288437,385.09825584
Prevalence,Sweden,Male,95 plus,Self-harm,Number,2017,23.2330797348,27.2986554247,19.5766810818
Prevalence,Sweden,Female,95 plus,Self-harm,Number,2017,81.2476705854,97.0511182204,65.3422661634
Prevalence,Sweden,Male,95 plus,Self-harm,Percent,2017,0.0045438184711,0.00533863319785,0.00382860303093
Prevalence,Sweden,Female,95 plus,Self-harm,Percent,2017,0.00488658320723,0.00583749318018,0.00393034350171
Prevalence,Sweden,Male,95 plus,Self-harm,Rate,2017,454.318706273,533.820309537,382.81848656
Prevalence,Sweden,Female,95 plus,Self-harm,Rate,2017,488.60591209700004,583.644426928,392.954251207
Prevalence,New Zealand,Male,1 to 4,Road injuries,Number,2017,152.518315084,181.201374037,126.740885186
Prevalence,New Zealand,Female,1 to 4,Road injuries,Number,2017,128.436369258,153.070917861,106.218061188
Prevalence,New Zealand,Male,1 to 4,Road injuries,Percent,2017,0.00222157424499,0.00266674368079,0.00183623377287
Prevalence,New Zealand,Female,1 to 4,Road injuries,Percent,2017,0.00191334659825,0.00229546559563,0.00157803318783
Prevalence,New Zealand,Male,1 to 4,Road injuries,Rate,2017,127.424738611,151.388623129,105.88842498899999
Prevalence,New Zealand,Female,1 to 4,Road injuries,Rate,2017,112.600192544,134.197306601,93.12139708229999
Prevalence,New Zealand,Male,5 to 9,Road injuries,Number,2017,595.909548371,694.408437509,495.312394798
Prevalence,New Zealand,Female,5 to 9,Road injuries,Number,2017,495.598378371,589.723999845,400.033874255
Prevalence,New Zealand,Male,5 to 9,Road injuries,Percent,2017,0.00540549023487,0.00638318662215,0.00446240607822
Prevalence,New Zealand,Female,5 to 9,Road injuries,Percent,2017,0.00461917461595,0.00551780772089,0.00370575983941
Prevalence,New Zealand,Male,5 to 9,Road injuries,Rate,2017,381.940576876,445.072175693,317.464122399
Prevalence,New Zealand,Female,5 to 9,Road injuries,Rate,2017,332.24383364,395.344640033,268.178415767
Prevalence,New Zealand,Male,10 to 14,Road injuries,Number,2017,1152.11100119,1327.92027661,975.021763548
Prevalence,New Zealand,Female,10 to 14,Road injuries,Number,2017,934.209963232,1097.1513917,789.413736043
Prevalence,New Zealand,Male,10 to 14,Road injuries,Percent,2017,0.00950056836274,0.0110692283535,0.00802752425518
Prevalence,New Zealand,Female,10 to 14,Road injuries,Percent,2017,0.00778406203175,0.00917222972371,0.00652655716235
Prevalence,New Zealand,Male,10 to 14,Road injuries,Rate,2017,766.452619569,883.4113844400001,648.6423478610001
Prevalence,New Zealand,Female,10 to 14,Road injuries,Rate,2017,648.824395341,761.9899340979999,548.261001403
Prevalence,New Zealand,Male,15 to 19,Road injuries,Number,2017,2453.85348662,2750.80547221,2157.14240482
Prevalence,New Zealand,Female,15 to 19,Road injuries,Number,2017,1999.35293065,2301.88625869,1735.04040902
Prevalence,New Zealand,Male,15 to 19,Road injuries,Percent,2017,0.0181759314775,0.0204677392658,0.0159881479015
Prevalence,New Zealand,Female,15 to 19,Road injuries,Percent,2017,0.0147264248955,0.0169593899971,0.012762799245
Prevalence,New Zealand,Male,15 to 19,Road injuries,Rate,2017,1625.34103693,1822.0309578299998,1428.8106817100002
Prevalence,New Zealand,Female,15 to 19,Road injuries,Rate,2017,1378.0506857,1586.5712794300002,1195.8737193
Prevalence,New Zealand,Male,20 to 24,Road injuries,Number,2017,4579.76175765,5107.45326791,3992.22411526
Prevalence,New Zealand,Female,20 to 24,Road injuries,Number,2017,3879.06178426,4541.92596163,3336.01728874
Prevalence,New Zealand,Male,20 to 24,Road injuries,Percent,2017,0.0333383232596,0.0371487103833,0.0290396663621
Prevalence,New Zealand,Female,20 to 24,Road injuries,Percent,2017,0.0274647954651,0.0322084767363,0.023609319559
Prevalence,New Zealand,Male,20 to 24,Road injuries,Rate,2017,3080.78015607,3435.75528782,2685.54686547
Prevalence,New Zealand,Female,20 to 24,Road injuries,Rate,2017,2658.16775642,3112.40238355,2286.0408225
Prevalence,New Zealand,Male,25 to 29,Road injuries,Number,2017,6111.7620232,6748.38863978,5417.1662515
Prevalence,New Zealand,Female,25 to 29,Road injuries,Number,2017,5509.20721927,6496.19799687,4686.5349753
Prevalence,New Zealand,Male,25 to 29,Road injuries,Percent,2017,0.0464229999149,0.0513499942808,0.0411978053139
Prevalence,New Zealand,Female,25 to 29,Road injuries,Percent,2017,0.0391159639165,0.0460812360356,0.0332807841431
Prevalence,New Zealand,Male,25 to 29,Road injuries,Rate,2017,4413.72562766,4873.47769297,3912.11003026
Prevalence,New Zealand,Female,25 to 29,Road injuries,Rate,2017,3828.5620559999998,4514.4602788,3256.8551638
Prevalence,New Zealand,Male,30 to 34,Road injuries,Number,2017,7288.9321708,8037.26863974,6627.3746114
Prevalence,New Zealand,Female,30 to 34,Road injuries,Number,2017,6949.88059444,8012.67951024,6142.0794842
Prevalence,New Zealand,Male,30 to 34,Road injuries,Percent,2017,0.0592960570674,0.0651359763182,0.054079496906
Prevalence,New Zealand,Female,30 to 34,Road injuries,Percent,2017,0.0502080161812,0.0578825919171,0.0443234916297
Prevalence,New Zealand,Male,30 to 34,Road injuries,Rate,2017,5701.07205972,6286.386895199999,5183.6317503
Prevalence,New Zealand,Female,30 to 34,Road injuries,Rate,2017,4937.2181482,5692.23401123,4363.35356918
Prevalence,New Zealand,Male,35 to 39,Road injuries,Number,2017,8545.62141456,9437.98198834,7815.53484095
Prevalence,New Zealand,Female,35 to 39,Road injuries,Number,2017,8219.18632205,9342.84783065,7215.15064329
Prevalence,New Zealand,Male,35 to 39,Road injuries,Percent,2017,0.0703637439922,0.0778018832232,0.0642266489407
Prevalence,New Zealand,Female,35 to 39,Road injuries,Percent,2017,0.0596924804027,0.0679507823414,0.0524640474153
Prevalence,New Zealand,Male,35 to 39,Road injuries,Rate,2017,6810.556212410001,7521.73583933,6228.703189870001
Prevalence,New Zealand,Female,35 to 39,Road injuries,Rate,2017,5891.15374634,6696.54523483,5171.50482751
Prevalence,New Zealand,Male,40 to 44,Road injuries,Number,2017,10694.2415046,11769.0372237,9743.95256741
Prevalence,New Zealand,Female,40 to 44,Road injuries,Number,2017,10370.45461,11735.7585511,9238.07135606
Prevalence,New Zealand,Male,40 to 44,Road injuries,Percent,2017,0.0818919630643,0.090041334572,0.0747258178459
Prevalence,New Zealand,Female,40 to 44,Road injuries,Percent,2017,0.0696842334254,0.0788862987945,0.0619933358665
Prevalence,New Zealand,Male,40 to 44,Road injuries,Rate,2017,7966.40969285,8767.05207883,7258.515542839999
Prevalence,New Zealand,Female,40 to 44,Road injuries,Rate,2017,6892.18640829,7799.565073889999,6139.60643321
Prevalence,New Zealand,Male,45 to 49,Road injuries,Number,2017,13417.5223554,14750.0451778,12244.2290767
Prevalence,New Zealand,Female,45 to 49,Road injuries,Number,2017,13176.3005299,14833.9631438,11819.7464751
Prevalence,New Zealand,Male,45 to 49,Road injuries,Percent,2017,0.0938738794489,0.103224799648,0.0854778076197
Prevalence,New Zealand,Female,45 to 49,Road injuries,Percent,2017,0.0812084218,0.0915309143288,0.0728361060364
Prevalence,New Zealand,Male,45 to 49,Road injuries,Rate,2017,9163.222419560001,10073.2416227,8361.94577615
Prevalence,New Zealand,Female,45 to 49,Road injuries,Rate,2017,8047.81098457,9060.2769163,7219.25591342
Prevalence,New Zealand,Male,50 to 54,Road injuries,Number,2017,15317.5241527,16682.9366996,13982.7050475
Prevalence,New Zealand,Female,50 to 54,Road injuries,Number,2017,14815.4200862,16475.4803178,13356.1040185
Prevalence,New Zealand,Male,50 to 54,Road injuries,Percent,2017,0.106700745641,0.116485355414,0.0973086265731
Prevalence,New Zealand,Female,50 to 54,Road injuries,Percent,2017,0.0939193138752,0.104513503087,0.0846485358844
Prevalence,New Zealand,Male,50 to 54,Road injuries,Rate,2017,10491.7055361,11426.9419512,9577.42403362
Prevalence,New Zealand,Female,50 to 54,Road injuries,Rate,2017,9310.34785214,10353.567559899999,8393.28035508
Prevalence,New Zealand,Male,55 to 59,Road injuries,Number,2017,16309.1827527,17669.3248963,15031.4479715
Prevalence,New Zealand,Female,55 to 59,Road injuries,Number,2017,15767.3501652,17406.737068,14317.4159101
Prevalence,New Zealand,Male,55 to 59,Road injuries,Percent,2017,0.11764434873,0.127285088661,0.108407090583
Prevalence,New Zealand,Female,55 to 59,Road injuries,Percent,2017,0.104828134944,0.115707649407,0.0952191612995
Prevalence,New Zealand,Male,55 to 59,Road injuries,Rate,2017,11626.8759207,12596.526220099999,10715.9741309
Prevalence,New Zealand,Female,55 to 59,Road injuries,Rate,2017,10401.3268386,11482.789406099999,9444.84144805
Prevalence,New Zealand,Male,60 to 64,Road injuries,Number,2017,15698.5254699,16992.8630048,14437.3445006
Prevalence,New Zealand,Female,60 to 64,Road injuries,Number,2017,15229.4804803,16705.1752113,13761.9744108
Prevalence,New Zealand,Male,60 to 64,Road injuries,Percent,2017,0.129054887887,0.13965481308,0.118604449953
Prevalence,New Zealand,Female,60 to 64,Road injuries,Percent,2017,0.116864341988,0.128343378134,0.105559524679
Prevalence,New Zealand,Male,60 to 64,Road injuries,Rate,2017,12811.8320771,13868.162824899999,11782.5609631
Prevalence,New Zealand,Female,60 to 64,Road injuries,Rate,2017,11621.7806506,12747.899200400001,10501.910956799999
Prevalence,New Zealand,Male,65 to 69,Road injuries,Number,2017,15309.9660212,16608.734709,14102.6490112
Prevalence,New Zealand,Female,65 to 69,Road injuries,Number,2017,14875.8428843,16278.2158325,13545.0887844
Prevalence,New Zealand,Male,65 to 69,Road injuries,Percent,2017,0.138315098828,0.150072077174,0.127360639273
Prevalence,New Zealand,Female,65 to 69,Road injuries,Percent,2017,0.127554947946,0.139640400972,0.116180518711
Prevalence,New Zealand,Male,65 to 69,Road injuries,Rate,2017,13783.951695599999,14953.2661691,12696.973493
Prevalence,New Zealand,Female,65 to 69,Road injuries,Rate,2017,12716.642779400001,13915.4639799,11579.045088500001
Prevalence,New Zealand,Male,70 to 74,Road injuries,Number,2017,12317.4349345,13408.1670392,11342.7965386
Prevalence,New Zealand,Female,70 to 74,Road injuries,Number,2017,12469.8126844,13739.3651848,11358.730611
Prevalence,New Zealand,Male,70 to 74,Road injuries,Percent,2017,0.146781620701,0.159822610156,0.135114249485
Prevalence,New Zealand,Female,70 to 74,Road injuries,Percent,2017,0.138144679826,0.152177885596,0.125812003906
Prevalence,New Zealand,Male,70 to 74,Road injuries,Rate,2017,14652.4913285,15949.997082799999,13493.0875467
Prevalence,New Zealand,Female,70 to 74,Road injuries,Rate,2017,13791.856451900001,15196.0063206,12562.9779715
Prevalence,New Zealand,Male,75 to 79,Road injuries,Number,2017,9483.66517078,10272.8066522,8733.97677788
Prevalence,New Zealand,Female,75 to 79,Road injuries,Number,2017,10392.6442634,11481.5243096,9427.03368775
Prevalence,New Zealand,Male,75 to 79,Road injuries,Percent,2017,0.15410774192,0.166926807238,0.141955986465
Prevalence,New Zealand,Female,75 to 79,Road injuries,Percent,2017,0.149024027208,0.164630878176,0.135197376536
Prevalence,New Zealand,Male,75 to 79,Road injuries,Rate,2017,15396.690634800001,16677.8585206,14179.5746728
Prevalence,New Zealand,Female,75 to 79,Road injuries,Rate,2017,14887.089565200002,16446.8711148,13503.8871039
Prevalence,New Zealand,Male,<1 year,Road injuries,Number,2017,5.12518948735,7.0877577369,3.6704768193
Prevalence,New Zealand,Female,<1 year,Road injuries,Number,2017,4.96885094737,6.8272760984,3.63594454336
Prevalence,New Zealand,Male,<1 year,Road injuries,Percent,2017,0.000428877919742,0.000589849004681,0.00030192473963
Prevalence,New Zealand,Female,<1 year,Road injuries,Percent,2017,0.000423300542811,0.000585126579511,0.000308299723057
Prevalence,New Zealand,Male,<1 year,Road injuries,Rate,2017,16.8117059213,23.2493450258,12.0399405777
Prevalence,New Zealand,Female,<1 year,Road injuries,Rate,2017,17.1346267174,23.5432353841,12.5382212458
Prevalence,New Zealand,Male,80 to 84,Road injuries,Number,2017,6147.64272024,6692.62047798,5644.50391555
Prevalence,New Zealand,Female,80 to 84,Road injuries,Number,2017,7462.95839301,8292.46043785,6788.36472756
Prevalence,New Zealand,Male,80 to 84,Road injuries,Percent,2017,0.162386037344,0.176761911656,0.149099178379
Prevalence,New Zealand,Female,80 to 84,Road injuries,Percent,2017,0.15998674125,0.177759357535,0.145533587676
Prevalence,New Zealand,Male,80 to 84,Road injuries,Rate,2017,16230.338844,17669.1299503,14902.006399
Prevalence,New Zealand,Female,80 to 84,Road injuries,Rate,2017,15989.9656846,17767.237985199998,14544.596570500002
Prevalence,New Zealand,Male,85 to 89,Road injuries,Number,2017,3847.54471626,4183.88511341,3531.64822662
Prevalence,New Zealand,Female,85 to 89,Road injuries,Number,2017,5351.31887769,5930.15912827,4871.92784512
Prevalence,New Zealand,Male,85 to 89,Road injuries,Percent,2017,0.171367834486,0.186336592069,0.157332823179
Prevalence,New Zealand,Female,85 to 89,Road injuries,Percent,2017,0.167013122473,0.185089784827,0.152071533486
Prevalence,New Zealand,Male,85 to 89,Road injuries,Rate,2017,17131.402276999997,18628.9762029,15724.8559622
Prevalence,New Zealand,Female,85 to 89,Road injuries,Rate,2017,16696.2016138,18502.1925755,15200.493823899998
Prevalence,New Zealand,Male,90 to 94,Road injuries,Number,2017,1498.92709926,1617.55687982,1380.25861729
Prevalence,New Zealand,Female,90 to 94,Road injuries,Number,2017,2676.54300038,2969.11072836,2432.41074107
Prevalence,New Zealand,Male,90 to 94,Road injuries,Percent,2017,0.181195928239,0.195579687189,0.166838789906
Prevalence,New Zealand,Female,90 to 94,Road injuries,Percent,2017,0.170673460088,0.189343970069,0.155098212218
Prevalence,New Zealand,Male,90 to 94,Road injuries,Rate,2017,18115.5672204,19549.289891200002,16681.3768164
Prevalence,New Zealand,Female,90 to 94,Road injuries,Rate,2017,17063.9480165,18929.1751027,15507.5148931
Prevalence,New Zealand,Male,95 plus,Road injuries,Number,2017,344.72250059,369.874979688,317.314011423
Prevalence,New Zealand,Female,95 plus,Road injuries,Number,2017,833.812836736,923.17739068,756.419943897
Prevalence,New Zealand,Male,95 plus,Road injuries,Percent,2017,0.19087611867,0.204787152328,0.175702593352
Prevalence,New Zealand,Female,95 plus,Road injuries,Percent,2017,0.172492642236,0.191011553698,0.156462598014
Prevalence,New Zealand,Male,95 plus,Road injuries,Rate,2017,19084.197517099998,20476.665018699998,17566.8349428
Prevalence,New Zealand,Female,95 plus,Road injuries,Rate,2017,17247.0857314,19095.555862,15646.2446325
YLDs (Years Lived with Disability),Australia,Male,1 to 4,Road injuries,Number,2017,39.6123315709,60.2463836597,24.3127913685
YLDs (Years Lived with Disability),Australia,Female,1 to 4,Road injuries,Number,2017,42.8216089505,65.0769283518,26.1933617037
YLDs (Years Lived with Disability),Australia,Male,1 to 4,Road injuries,Percent,2017,0.00201361580426,0.00283518556075,0.00145418249175
YLDs (Years Lived with Disability),Australia,Female,1 to 4,Road injuries,Percent,2017,0.00255851847638,0.00353215384691,0.00181354756874
YLDs (Years Lived with Disability),Australia,Male,1 to 4,Road injuries,Rate,2017,6.37233931851,9.69168903139,3.9111395425700004
YLDs (Years Lived with Disability),Australia,Female,1 to 4,Road injuries,Rate,2017,7.27988327509,11.0633965868,4.45299979284
YLDs (Years Lived with Disability),Australia,Male,5 to 9,Road injuries,Number,2017,162.636724428,230.619051373,108.032214661
YLDs (Years Lived with Disability),Australia,Female,5 to 9,Road injuries,Number,2017,162.446320565,233.065779344,108.024086888
YLDs (Years Lived with Disability),Australia,Male,5 to 9,Road injuries,Percent,2017,0.0052710393332,0.00667318103674,0.00417804628748
YLDs (Years Lived with Disability),Australia,Female,5 to 9,Road injuries,Percent,2017,0.00568693143223,0.00725002395553,0.0043037919482
YLDs (Years Lived with Disability),Australia,Male,5 to 9,Road injuries,Rate,2017,20.5382465946,29.1232559139,13.642627596499999
